,id,thread_id,chat,author,author_username,author_name,author_is_bot,body,reply_to,views,timestamp,unix_timestamp,timestamp_edited,unix_timestamp_edited,author_forwarded_from_name,author_forwarded_from_username,timestamp_forwarded_from,unix_timestamp_forwarded_from,attachment_type,attachment_data,attachment_filename,matching_lexicons,Node_URL_count
394,8162,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Это видео выложил нацист из Азова. Убивают тех, кто поверил российским властям! Поверил и доверил себя и свои жизни русским. А мы отступили. И тех, кто доверился, бросили под расстрелы. И ведь мы еще не знаем как унижали их. Как тыкали стволами автоматов в интеллигентные лица, перекошенные губы и болезненные подбородки филологов, преподавателей физики и географии, учителей труда и физкультуры, которые честно и искренне поверили, «что Россия здесь навсегда»! Они поверили, а их унизили и убили! А, может, убили и унизили, кинув в котлован с завязанными руками и мусорным пакетом на голове. Их ки-ну-ло наше руководство, которое собирается праздновать Новый год и и делать вид, что все хорошо. 

По хорошему - именно так, в яму, должны были катиться тушки хероев ""Азова"". А вместо этого их... ""обменяли""!.. А в Рухляндии им устроили торжественную встречу, как Гагарину, вернувшемуся из своего полёта. И что нам дальше со всем этим делать прикажете?

С теми невинно убиенными Христос. И на Страшном суде они выступят против продажной погани прикормленных «людей» и обличат их! И если мы за Христа и за правду, скажем прямо: ответственные лица в РФ предали расстрелянных с Купянска, Козачьей Лопани, Лимана и т.д. И кровь этих убиенных мучеников, в том числе, на их совести. 

https://t.me/sashakots/36393",,3642,2022-10-10 9:16:20,1665393380,2022-10-11 10:14:39,1665483279.0,,,,,url,,,,2
397,8107,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"В Омске организовали БЕСПЛАТНЫЕ курсы по военной подготовке для всех желающих.

Будут ли бесплатные курсы в других городах? Не у всех есть деньги отдать 10-20 тысяч за военную подготовку, а очень надо. 

https://t.me/lemeshko_av/2453",,3381,2022-10-07 8:46:03,1665132363,2022-10-07 8:47:55,1665132475.0,,,,,url,,,,2
405,7980,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Православные шевроны на фронт

1. Крест Господен IC XC NI KA с Иисусовой Молитвой «Господи Иисусе Христе, Сыне Божий, помилуй мя грешного»

2. Архангел Михаил. 

Благодарим за шевроны нашего брата Сергия Алиева 

Скачать макеты можно по ссылке⬇️⬇️⬇️

https://t.me/boevoe_sodrugestvo/766",,6440,2022-09-30 6:05:29,1664517929,2022-09-30 6:08:57,1664518137.0,,,,,photo,"{""id"": 5312522534383631449, ""dc_id"": 2, ""file_reference"": ""02468b4feb00001f2c635c23d6794b03b42eafe06d747cfe2fd9458737""}",tsarkrest-7980.jpeg,,2
426,7664,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Формирование ополчения на границах России - это все то, о чем говорил Стрелков в начале СВО 

https://t.me/notes_veterans/4749",,3884,2022-09-11 15:52:31,1662911551,2022-09-11 16:08:03,1662912483.0,,,,,url,,,,2
427,7654,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Публикация коллег подтолкнула меня вернуться к горячей теме. 
Вчерашние московские гуляния с салютом оставили после себя странное чувство, знакомое, скорее, мужчинам. 

Как-будто после сильнейших возлияний ты проснулся, пытаясь с ужасом вспомнить, что мог натворить вчера, будучи в неадеквате. 

Нечто похожее испытал сегодня и я, вспоминая вчерашние баталии на многих ТГ-каналах и в чатах, где последней надеждой во вчерашней праздничной вакханалии было ожидание отмены хотя бы салюта. Ожидание, увы, которое оказалось напрасным... 

Вот этот стыд после пьянки, но в которой ты не участвовал, я сегодня утром и почувствовал. 

Я неслучайно выше выложил пост Алексея Чадаева, подбившего итоги наших, конечно же, временных, но, тем не менее, горьких военных поражений и их своеобразного апофеоза - дня города Москвы с его конщунственным салютом. 

Тревога, которая гложет сердце, она ведь не только по факту нашего отступления. В том, что военная победа, несомненно, будет за нами, сомнений нет, хотя и вопрос цены не может быть проигнорирован. 

Вот и наш коллега и товарищ Роман Алехин, видящий военную ""кухню"" изнутри - уже открыто вынужден говорить о необходимости увольнений, посадок, а то и расстрелов по законам военного времени. 

Да и столпотворения жителей территорий, рванувших к нам, на которые возвращаются нацистские ""освободители"" - ещё, наверное, один повод задуматься о военных оргвопросах и не только. И, как всегда, не может не радовать твёрдая позиция Рамзана Кадырова и его смелость говорить правду. 

Я уже писал, что будут ещё атаки и контратаки, наступления и отходы и ни нам, сидящим в тепле, тут вякать и поучать штабных. 

Но, вот фронт внутренний, как назвали его коллеги - культурный, просто и страшно остался в руках негодяев. И на этом фронте - без перемен: мы отступаем, отступаем, отступаем... 

Пишем и возмущаемся по поводу издания и публичной рекламы лгбт-шной книжонки, которая уже распространяется не только книжными сетями, но и, например, интернет-магазином Wildberries. 

Видим агрессивную рекламу готовящегося к выходу фильма ""Классная Катя"", с дебильным Милохиным и, увы, не отказавшимся от заработков Гошей Куценко. 

Продолжаем наблюдать фиги в карманах у наших телевизионных и театральных продюсеров, редакторов и режиссёров, работающих за немалые бюджетные средства. 

Вот на днях Государственный театр «Театр наций» в г. Москва, как написали наши коллеги из ТГ-канала ""Культурный фронт"" - ""радостно провёл собрание заукраинских борцов"". Это театр украинского нацизма или ЛГБТ-съезд? - спрашивают они. Вон и наш Борисыч (Москальков) готов его возглавить и перепрофилировать. 

Разве это не тотальное отступление нашего внутреннего культурного фронта перед превосходящими силами русофобского, сатанистского, лгбт-шного врага? 

Именно поэтому Движение Царский Крест предлагает обсудить, увы, уже очевидное - необходимость ""переформатирования культурно-идеологического направления, которое не просто провалено, а продано врагу несколько раз"". 

Ну и в заключение о вчерашнем ""празднике"". 

Собственно, вполне вписавшийся во вчерашний столичный шабаш Шнур, чьё появление и возмутило многих моих подписчиков, актуализировал этот вопрос - ""Москва, почем звонят твои колокола?!"" 

Вчера приснился сон прекрасный:
Москва сгорела целиком.
Пожар на площади на Красной,
И тлеет бывший Избирком.
Никто не выжил — все сгорели:
Все Pussy, Путин и Собчак,
И у стены кремлёвской ели
Горели ох*енно так. 

Если эта песня уместна в авторском концерте, то на день города, в мероприятиях которого, увы нам, участвовал Президент, да ещё в день кощунственного и двусмысленного салюта на фоне тяжелой обстановки на фронте - всё это смотрится какой-то фантасмагорией, а других слов у меня и нет...

https://t.me/tsarkrest/7652",,2477,2022-09-11 10:29:23,1662892163,2022-09-11 10:33:04,1662892384.0,,,2022-09-11 10:01:01,1662890461.0,url,,,,2
439,7472,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Один из наших Стягов со Спасом через Ростислава Шорохова передали этим бравым и смелым бойцам из 6 казачьего полка НМ ЛНР.

https://t.me/readovkanews/40601

А вот их телеграм канал: https://t.me/DikiysnamibogOfficial",,2556,2022-08-22 17:32:12,1661189532,2022-08-22 17:40:34,1661190034.0,,,,,url,,,,2
440,7463,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Как ЕГЭ убивает инженерные специальности и провоцирует недобор бюджетников

В продолжение обсуждения темы качества российского образования и возможности поступления в вузы, которую поддержали недавно многие наши коллеги (https://t.me/grigorov_prav/1810, https://t.me/SonOfMonarchy/7428). 

ТГ-канал «За возрождение образования» недавно выдал интересную аналитику по приемной кампании-2022. Суть ее сводится к тому, что в этом году вузы в регионах с подачи Минобрнауки сделали попытку удержать у себя местных абитуриентов. Поступление к ним «своих» шло «в одну волну» - с обязательной подачей оригинала аттестата. 

Таким образом, еще один якобы плюс ЕГЭ похоронен. Когда-то ЕГЭ обеспечивал возможность участвовать в конкурсе в нескольких вузах одновременно. Теперь такой возможности нет в помине.

В результате во многих топовых российских вузах, ранее собиравших все «сливки» выпускников школ по регионам, недобор. Например, в МФТИ. В прежние годы о таком даже подумать было невозможно. То же самое и в СПбГУ. В частности, по окончании официальной кампании там не добрали информатиков: на 129 мест подали всего 93 согласия с представлением аттестата. В большинстве центральных вузов резко упали проходные баллы.

Попытки журналистов связать недобор студентов с правилами приема ректора вузов отвергают в корне. И это общее правило официальных представителей всех университетов: «наверху не ошибаются», Минобр вне критики.

Недобор по результатам ЕГЭ коснулся, прежде всего, инженерно-технических специальностей. В России стремительным темпом идет «гуманитаризация» школьного образования («гуманитариями» нынче называют тех, кто не овладел математикой). В 2022 году базовый ЕГЭ по математике впервые сдавало больше выпускников, чем профильный экзамен, где было всего 305 тыс. участников. Из них порог для поступления в вуз одолело 240 тыс., при том, что бюджетных мест по инженерно-техническим специальностям предусмотрено в 2022 г. – 251 тысяча. Сегодня этот дисбаланс широко обсуждается, но такие «контрольные цифры» были установлены еще год назад, и уже тогда было ясно, что школьный выпуск не обеспечит нужного количества абитуриентов в силу ряда уже принятых «управленческих решений».

Сам факт наличия базового ЕГЭ по математике, с которым справляется адекватный пятиклассник, резко понизил уровень требований к преподаванию этой дисциплины. Такая «аттестация» обеспечила возможность не учить и не учиться. Пришла халява, быстро развратившая многих.

Профильный ЕГЭ, который дает аттестацию и одновременно является конкурсным экзаменом для поступления в вуз, стал делом добровольным. Ещё до пандемии было принято решение о запрете сдавать эти два ЕГЭ одновременно (прежде два экзамена сдавала половина выпускников: базовый — для получения аттестата, профильный — для поступления, хотя всем вполне хватило бы одного профильного, который «два в одном»).

В нынешнем году впервые после ковидной паузы выпускников поставили перед жестким выбором, и многие предпочли «базу», ибо провал на «профиле» лишает аттестата. К тому же профильный экзамен («весьма кстати») существенно усложнили. Все эти мероприятия привели к резкому снижению числа абитуриентов на инженерно-технических специальностях. Как раз там, где стране в первую очередь нужны кадры. 

Так что проблем с образованием, требующих срочного решения, у нас выше крыши.",,5298,2022-08-21 17:55:02,1661104502,2022-08-21 17:58:47,1661104727.0,,,,,,,,,2
450,7220,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Последнему Русскому Царю

Царь-Батюшка, прости несчастный свой народ,
За грех предательства и оставленье веры,
Духовный подвиг твой в сердцах он сбережёт,
И отречётся от навязанной химеры!

Ну а тогда, в семнадцатом году,
Всю боль души твоей один Господь лишь ведал,
Родная Русь у заговорщиков в плену,
Народ смолчал, не заступился, предал,

Осуществили заговор все те,
Кто пред лицом твоим на верность присягали,
И в жажде власти, как в слепой игре,
Умы людей свободой соблазняли,

Смиренно ты понёс свой тяжкий крест,
Творя усердную молитву Богу,
Чтоб не набат, а благовест,
Вновь осветил бы русскую дорогу,

От этого сильнее палачи,
К царской семье тянули свои руки,
Рыдали ангелы узрев в ночи,
Страдания, принявших злые муки,

И приняла Небесная Царица,
Из рук твоих Державную корону,
Теперь лишь покаянием простится,
Измена Государевому трону.

Покайся православный люд,
Ведь Государь, любил нас всех безмерно,
Семь журавлей молитвы отнесут,
На путь Спасения мы встанем верно!

Господь свет милости прольёт,
Он даст Царя для матушки - России,
Русь в покаяньи доживёт,
До самого пришествия Мессии!

https://t.me/tsarkrest/7218",,2925,2022-07-17 12:54:25,1658062465,2022-07-17 12:55:55,1658062555.0,,,,,url,,,,2
452,7135,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Власти Петербурга рекомендуют носить маски в общественных местах и вакцинироваться от COVID-19 
https://t.me/bbbreaking/129737  
 
Власти Калужской области рекомендовали носить маски в общественных местах 
https://t.me/bbbreaking/129751  
 
 
""Ты помнишь, как все начиналось
Все было впервые и вновь...""  
В русском сегменте ""Машина времени"" была вне времён. Пока лидер не стал политическим педагогом. Но как я люблю всегда повторять: времена меняются и иногда прямо в ""O tempora, o mores!"" 

Читая последние вести с ковидных, вроде как забытых, полей, просматривается некая ""динамика отрицательного роста"".  
Да, друзья, именно так сейчас выражается повестка дня. Не спрашивайте меня о правилах русской речи - плохо учился в школе. Я, видно, недопонимаю некоторых вещей, да впрочем ""недопонимал"" их всегда.  
Помнится в Северной Осетии, пришёл ко мне, тогда правящему архиерею Владикавказской епархии, умудрённый сединами старший - глава местного Роспотребнадзора. Закройте храмы. Вот вам бумага. Я, говорит, подписал... 
Стали беседовать, говорю, мол, так поступать нельзя, есть книга, которой мы все руководствуемся в жизни. 
Он: владыка, я сам верующий (но пришёл закрывать храмы), давайте про Библию не будем!  
Я: так не о Библии речь...о Конституции РФ.  
Я ежедневно мониторил ситуацию в Республике. Ни один храм не был закрыт.
В каждом субъекте принимали решения самостоятельно, исходя из обстоятельств.",,2196,2022-07-13 15:20:58,1657725658,2022-07-13 15:30:27,1657726227.0,,,2022-07-12 18:23:21,1657650201.0,url,,,,3
464,7054,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"По ситуации с Сочи делаем следующее:

1. Пишем обращение депутату Милонову. Для этого:
- заходим на: http://duma.gov.ru/duma/persons/99112810/ и нажимаем ""Отправить обращение"".
- заполняем обязательные поля, выбираем ""Заявление"".
- вводим текст обращения. Функция ""копировать вставить"" в приемной отсутствует, но её можно обойти, установив аддон на Google Chrome ""Right click"" 
- далее действуем по инструкции

2. Работает по приемной губернатора Краснодарского Края. Для этого:
- можем направить сообщение с обращением в вк: https://vk.com/kondratyevvi.
- можем отправить обращение в приемную.

3. Стандартное написание заявления в МВД и СК. 
- заходим на сайт МВД РФ - https://xn--b1aew.xn--p1ai/request_main и https://sledcom.ru/reception соответственно
- заполняем все необходимые данные.
- в тексте обращения функция ""копировать-вставить"" отсутствует, но её можно обойти, установив аддон на Google Chrome ""Right click"" 
- отправляем и подтверждаем почту.

Текст обращения:

Мной в сети Интернет по адресу https://t.me/tsarkrest/7049 была обнаружена новость о том, что сотрудники сочинского пляжа ""Фрегат"" избили гражданина Белоруссии. При этом по сообщению из новости и со слов автора видеороликов, избиение гражданина осуществлялось группой лиц с использованием палок и арматуры. После чего гражданин был госпитализирован на скорой. 

По моему мнению, подобные действия сотрудников пляжа ""Фрегат"" нарушают пункт а части 3 ст. 111 УК РФ, а в случае летального исхода у потерпевшего статью 105 УК РФ. 

В свете вышеизложенного прошу привлечь к ответственности всех избивавших гражданина Белоруссии сотрудников пляжа ""Фрегат"" по статье 111 УК РФ.",,3066,2022-07-04 8:14:39,1656922479,2022-07-04 8:15:16,1656922516.0,,,,,url,,,,2
484,6678,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Важный сбор для военных священников!

Друзья! Екатерина Маркова, руководитель фонда «Спаси жизнь» проводит очень важный сбор для духовного окормления наших солдат, участвующих в СВО. 

«Вчера вышли на связь военные священники, благодарят всех вас за помощь. В окопах не бывает атеистов...Крестики, иконки, молитвословы, пояски, которые мы с вами покупали на фронт, розданы. Очень нужны ещë!»

Для военных священников необходимо закупить:

➡️Пояски ""Живый в помощи""- 2 000 шт. (Стоимость 26,10 руб/шт, итого 53 800 руб.) 

➡️Молитвословы -2 000 шт.
(Стоимость 28 руб/шт, итого 56 000 руб.) 

➡️ Влажные салфетки- любое количество 

Сбер: 5469 3800 3066 6142
Екатерина Александровна Маркова

Посмотреть другие важные сборы и отчеты, узнать больше о самой Екатерине и фонде можно на страничках:

https://t.me/markovakaterina/400
https://t.me/instasoslife
@glubinkahelp",,4602,2022-05-24 15:47:26,1653407246,2022-05-24 15:53:13,1653407593.0,,,,,photo,"{""id"": 5217910679799971442, ""dc_id"": 2, ""file_reference"": ""02468b4feb00001a16635c23e31d691e54acd04f0017a62308312d49d9""}",tsarkrest-6678.jpeg,,2
492,6542,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"9 мая в целом выдалось спокойным и объединяющим. Приднестровье цело. Домыслы британской разведки об объявлении мобилизации на Параде не подтвердились. Однако, в речи Путина опять прослеживается проблема всеобщего самоопределения. Сначала он говорит о русских героях, называя лишь их имена, а уже потом о едином многонациональном народе (ЕМН какое-то бюрократическое) без названия. Но отдельно стоит сказать о многомиллионном Бессмертном полке. Конечно, кто-то пришёл по разнарядке, но не меньшее число участников пришло из-за внутреннего порыва единения и соучастия. Это важно. Как важно и то, что нация сильна не парадами, а солидарностью, особенно в трудные времена. Особенно солидарностью с фронтом. 

Публикую ссылки на важные инициативы, организаторов которых знаю лично:

Сбор средств для приобретение транспортного средства на освобождённой территории
https://t.me/rightcourse/56833

Сбор средств для изготовления знамён Спаса для русских боевых подразделений  
https://t.me/tsarkrest/6456

Сбор средств для приобретения аппликаторов Celox-A
https://t.me/zhivoff/3870

А мы с соратниками из Молодёжи Возрождения России и волонтёрами уже совсем скоро поедем с новым праздником для детей в один из пунктов временного размещения. Ранее мы уже ездили в ПВР «Краинка» в Тульской обл. - https://t.me/butrimov/638. 

Ссылка для внесения пожертвований https://www.tinkoff.ru/cf/8zOqSZMKh0B - здесь же представлена информация о ходе сбора средств. 
 
Или же по старинке 
Сбер 5469 4009 7196 7117 с пометкой «пожертвование» 
Альфа 4790 0430 8035 6716 с пометкой «пожертвование».",,3219,2022-05-12 11:13:54,1652354034,2022-05-12 13:03:22,1652360602.0,,,2022-05-12 10:59:37,1652353177.0,,,,,6
502,6341,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"📌❗️⚡️ Один из важных сегодняшних кейсов ​ политического ТГ—про назначенную главной по распилам на патриотизм Крысины Потупчик. Что это за особь, можно почитать например тут​ http://www.katyusha.org/view?id=11827
Мы же присоединяемся к тем из коллег, которые​ честно заявляют: вся информационная война Zа Россию ведется без каких-либо АП-шных денег и темников и даже вопреки им. И никаких Потупчиков с​ Кириенко, проваливших ​ все что только можно, чьи подчиненные вообще отсутствовали в стране в первые недели спецоперации, и​ близко не стояло ​ возле стихийного народного движения в поддержку Армии и
 спецоперации главнокомандующего , захватившего, в частности, политический Телеграм.
Но​ мы не можем согласиться с уважаемым коллегой Холмогоровым
https://t.me/holmogortalks/20071, предлагающим ​ нам успокоиться по поводу того что АП-шные распильщики, как обычно, присвоят себе наши заслуги. И дело тут не в деньгах.​ Мы воюем не за деньги, а за Родину—а Потупчики даже за деньги могут только нагадить уже самим фактом своего появления на информационной поляне.
И напоследок, штришок к портрету Кириенко с Новиковым: они обнулили финансирование заявок всех патриотических медиа ​ в рамках Института развития интернета, отдав гос. финансирование (мы не про себя—РИА Катюша никогда ничего не получала от АП и даже не просила) своим корешам из «Сноба» и т.п. проектов",,3243,2022-04-20 13:14:52,1650460492,2022-04-20 13:15:41,1650460541.0,,,2022-04-20 11:50:41,1650455441.0,url,,,,2
503,6335,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Завтра выложим крайне актуальное и важное интервью с Сергеем Моисеевым, который вернулся с третьей поездки на фронт. 

Дублируем первую часть, для тех, кто не успел посмотреть:

https://t.me/tsarkrest/6054",,6348,2022-04-19 19:30:36,1650396636,2022-04-19 20:47:20,1650401240.0,,,,,url,,,,2
512,6187,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Пока русские солдаты мужественно жертвуют своими жизнями ради нашего комфорта, свалившее из России поколение Эха Москвы, Дождя, Медузы страдает на чужбине от того, что они не могут покушать привычный творожок из супермаркета, который из-за ужасный западных санкций на удивление подорожал всего на 4 рубля. 

https://t.me/prbezposhady/18305",,3643,2022-04-13 11:54:24,1649850864,2022-04-13 11:55:55,1649850955.0,,,,,url,,,,2
532,5975,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Русофобия на марше.

У этого гнусного социального явления очень много граней, но причина одна. 
Этот модернизированный англосаксами нацизм неуклонно переходит в информационный холокост.
Невероятно, но на практике те, кто вооружен русофобией, может оправдать любые свои грязные дела в отношении любого народа.
Не обманывайте русских...

https://t.me/govoritfursov/1463
Вплоть до 1820-х годов акцентирование инаковости русских по отношению к западноевропейцам носило преимущественно религиозный характер, хотя имела место и национальная, а точнее, этническая составляющая. С 1820-х годов ситуация изменилась:
на первый план в информационно-психологической войне против России вышла этноисторическая, национально-культурная и государственно-политическая составляющие, т.е. оформляется русофобия в строгом смысле слова. 

https://t.me/glazieview/1412
В припадке русофобии властвующая элита США обьединилась в коллективном умопомешательстве. Будучи не в состоянии сломить политическую волю российского главнокомандующего, они тянут за собой на дно Истории не только свой доллар и Украину, но и международные институты, изгоняя из них Россию с грубыми нарушениями международного права.

https://t.me/neuesausrussland/2329
На фоне обострения конфликта на Украине в Германии резко возросло количество случаев дискриминации русскоязычного населения. По словам активистов, русских в Германии обвиняют в ""нападении"" на Украину. При этом, самое печальное, — участились случаи избиения и травли детей в школах.

https://t.me/wisedruidd/2830
Именно повсеместная западная русофобия может стать тем, что объединит внутри страны те социальные группы, у которых раньше не было ничего общего на их взгляд. Но теперь они все вспомнят, что общее у них всё-таки есть – они русские. Это должно послужить толчком к национальному сплочению и единству.

https://t.me/llh_778/6412
...подавляющее большинство ""правления""[власть] - русофобы ...тщательно маскирующиеся под русофилов... играющие отведённые им роли ""патриотов"", но до глубины души... - ненавидящие свою Страну...
Поэтому и голоса дрожали на ""совбезе"", и колени тряслись... И какая-то неестественная тишина со стороны ""академиков"", которые 2 года глумились над населением, тратя миллиарды...

https://t.me/octagonmedia/8082
Занявшее антироссийскую позицию западное общество больше не делит деятелей культуры на тех, кто поддерживает спецоперацию и выступает против неё. От музыкантов требуют отречься от президента России Владимира Путина и его «агрессивной политики», осудить «оккупацию Украины». Причём нейтральные ответы не принимаются. 

https://t.me/tsarkrest/5865
Стратегия разрушителей предельно проста – породить новую экуменическую химеру без апостольской преемственности, с кучей еретиков внутри, в которой должно раствориться и исчезнуть русское Православие, остающееся сегодня последней настоящей духовной скрепой Украины. А исповедующие его – являются последним духовным редутом на пути бандеровцев-русофобов, полного переформатирования «незалежной» в сатанинскую Антироссию. 

https://t.me/rus_demiurge/22243
Пока все сошлись на необходимости вернуть госидеологию, без которой неясно, как строить воспитательный процесс и прекратить воспитывать в школе будущих диссидентов, русофобов и прочую пятую колонну. Ведь проблема «как учить» – это только четверть дела. Причём, вторая – первая четверть – это проблема «чему учить». Но главная половина проблемы, на которую пока никто даже не замахивался – это вопрос «зачем учить». 

Отто фон Бисмарк:
«Не надейтесь, что, единожды воспользовавшись слабостью России, вы будете получать дивиденды вечно. Русские всегда приходят за своими деньгами. И когда они придут — не надейтесь на подписанные вами иезуитские соглашения, якобы вас оправдывающие. Они не стоят той бумаги, на которой написаны. Поэтому с русскими стоит или играть честно, или вообще не играть».

#практиказаговора
#партизаныМедиа
@PrezidentGordonTeam",,3907,2022-04-02 15:31:55,1648913515,2022-04-02 15:43:44,1648914224.0,,,2022-04-02 7:26:00,1648884360.0,url,,,,9
537,5808,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"1️⃣0️⃣0️⃣0️⃣0️⃣0️⃣🏋️‍♂️ Спасибо за сотрудничество и репосты!                                                                                                                                  Медленно, но верно мы наращиваем аудиторию и проводим революцию сознания у людей, превращая их в граждан страны. НЕЗЫГАРЬ https://t.me/russica2                                                                   Кремлевский безбашенник https://t.me/kremlebezBashennik                                               Закулисный шептун https://t.me/backroom_whisperer                           Образ будущего https://t.me/obrazbuduschego2                              Постправда https://t.me/postposttruth                                                  Большой трансфер 2024 https://t.me/bigtransfer2024                             Медиакиллер https://t.me/mediakiller                                                                              Сканер https://t.me/munscanner                                                                                                                  Усы Пескова https://t.me/Sandymustache                                                                              Страна и народ https://t.me/strana_i_narod                                          Катарсис https://t.me/ctrs2018                                                                                                              Крымский канал https://t.me/fcpeshka                                         Сибиряк https://t.me/sidpolit                                                                                 Волга.brief https://t.me/volgabrief                                                              Гращенков https://t.me/thegraschenkov                                             16 негритят  https://t.me/Gubery                                                             Северное измерение https://t.me/northm                                                    Sakh Co  https://t.me/sakhco                                                                              Кавказ ликбез https://t.me/kavkaz_leakbez                                                                                                                      Мария Шукшина https://t.me/mariashukshina                                                      Ебулд СПЕЦ https://t.me/EbuldinSkySpez                                       Проект кино https://t.me/proektkino                                                                                                                        Коалиция ""Третья Сила"" https://t.me/orgkomitet                                                                                                  Царский крест - @tsarkrest                                                                                          Соловей https://t.me/solovey2                                                                               Депутат Енгалычева https://t.me/deputatEkaterina                                            ПолитСатирка https://t.me/satirkka                                                                        Андрей Гусий https://t.me/GusyAndrew                                                     Стёб https://t.me/Skuratoff_2_0                                                                                Гражданская позиция -Регион-65  https://t.me/GP_R65                                                                                                          Борисенко Дмитрий https://t.me/borisenkoD                                                    Алиса против https://t.me/lazaryewa                                          Почему? По кочану https://t.me/PoKachanuKld                                                  Cass&Ra https://t.me/CassandRaSach.",,4751,2022-03-22 16:08:17,1647965297,2022-03-22 17:05:43,1647968743.0,,,2022-03-22 15:07:00,1647961620.0,,,,,33
